,facility_code,facility_name,hospital_type,owner,no_of_beds,no_of_cots,no_of_icu_beds,open_24_hours,open_weekends,operational_status,art,c-imci,fp,hbc,ipd,"core_health_workforce_per_10,000_population",total_population,county,constituency,nearest_town
9084,11006,Shanka Medical,Medical Clinic,Private Practice - Nurse / Midwife,0,0,4.0,N,N,Operational,N,N,Y,N,N,17.068633206144384,1056640,murang'a,MARAGWA,Ichagaki
9085,15558,Shankoe Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,Y,N,Y,6.1,1157873,narok,KILGORIS,Endonyokopit Market
9086,13437,Shanta Abaq Dispensary (Wajir West),Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,6.1,781263,wajir,WAJIR WEST,Griftu
9087,13438,Shantaabaq Health Centre (Lagdera),Health Centre,Ministry of Health,0,0,6.0,Y,Y,Operational,N,N,Y,N,Y,10.0,841353,garissa,LAGDERA,Modogashe
9088,11783,Shanzu Teachers College Clinic,Medical Clinic,Private Enterprise (Institution),0,0,36.0,Y,Y,Operational,N,N,N,N,N,19.2,1208333,mombasa,KISAUNI,Mombasa
9089,19400,Sharifik Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0,0,258.0,Y,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,ROYSAMBU,opp Kahawa west Baptist church
9090,17375,Sharom Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,11.6,638289,nyandarua,OL KALOU,Mawingo
9091,17324,Shartuka Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,N,N,N,6.1,1157873,narok,KILGORIS,Shartuka Market
9092,17374,Shauri Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,11.6,638289,nyandarua,NDARAGWA,Mairo Inya
9093,13183,Shauri Moyo Baptist VCT Centre,VCT Centre (Stand-Alone),Christian Health Association of Kenya,0,0,258.0,N,N,Operational,N,Y,Y,Y,N,26.3,4397073,nairobi,KAMUKUNJI,Nairobi
9094,13184,Shauri Moyo Clinic,Medical Clinic,Local Authority,0,0,258.0,N,N,Operational,N,N,Y,N,Y,26.3,4397073,nairobi,KAMUKUNJI,Burma Market
9095,19636,Shauri Moyo Health Services,Medical Clinic,Private Enterprise (Institution),4,1,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,KAMUKUNJI,Shauri Moyo
9096,18019,Sheikh Nurein Medical Centre,Medical Clinic,Private Practice - Unspecified,0,0,36.0,N,Y,Operational,N,N,N,N,N,19.2,1208333,mombasa,MVITA,Mwembe Tayari
9097,18471,Shekina Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,KASARANI,opp. Equity bank kasarani
9098,17569,Shekinah Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,N,Operational,N,N,N,N,N,7.5,990341,transnzoia,CHERANGANI,Kitale
9099,17120,Shelemba,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,19.1,340671,taitataveta,MWATATE,Shelemba
9100,11784,Shella Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,24.6,143920,lamu,LAMU WEST,Shella
9101,13185,Shepherds Medical Clinic Maringo,Medical Clinic,Private Enterprise (Institution),0,0,258.0,Y,Y,Operational,N,N,Y,Y,Y,26.3,4397073,nairobi,MAKADARA,Maringo Shopping Centre
9102,16106,Shianda Baptist Clinic,Dispensary,Other Faith Based,0,0,9.0,N,N,Operational,N,N,Y,Y,Y,9.9,1867579,kakamega,MUMIAS,Mumias
9103,20194,Shianda Dispensary,Dispensary,Ministry of Health,3,0,9.0,N,N,Operational,N,N,N,N,N,9.9,1867579,kakamega,MUMIAS,Shinda
9104,18759,Shibanga Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,4,1,9.0,N,Y,Operational,N,N,N,N,N,9.9,1867579,kakamega,BUTERE,Sabatia
9105,16123,Shibanze Dispensary,Dispensary,Ministry of Health,0,0,9.0,N,N,Operational,N,N,Y,N,Y,9.9,1867579,kakamega,MATUNGU,Mumias
9106,16107,Shibwe Sub-District Hospital,Sub-District Hospital,Ministry of Health,15,2,9.0,Y,Y,Operational,Y,Y,Y,Y,Y,9.9,1867579,kakamega,IKOLOMANI,Malinya Mkt
9107,18034,Shifa Medical Clinic (Moyale),Medical Clinic,Private Practice - Unspecified,0,0,0.0,N,Y,Operational,N,N,N,N,N,13.5,459785,marsabit,SAKU,Moyale
9109,16108,Shihalia Dispensary,Dispensary,Ministry of Health,0,0,9.0,N,N,Operational,N,N,N,N,N,9.9,1867579,kakamega,IKOLOMANI,Isulu Mkt
9110,16109,Shihome Dispensary,Dispensary,Ministry of Health,0,0,9.0,N,N,Operational,N,N,Y,Y,Y,9.9,1867579,kakamega,MALAVA,Kakunga
9111,11785,Shika Adabu (MCM) Dispensary,Dispensary,Local Authority,0,0,36.0,N,N,Operational,N,N,Y,N,Y,19.2,1208333,mombasa,LIKONI,Mombasa
9112,11007,Shikamoo Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,19.0,N,N,Operational,N,N,Y,N,Y,22.8,2417735,kiambu,JUJA,Ruiru
9113,16110,Shikokho Dispensary,Dispensary,Private Enterprise (Institution),0,0,9.0,N,N,Operational,N,N,Y,N,Y,9.9,1867579,kakamega,IKOLOMANI,Malinya Mkt
9114,16483,Shikumu Dispensary,Dispensary,Ministry of Health,0,0,9.0,N,N,Operational,N,N,N,N,N,9.9,1867579,kakamega,IKOLOMANI,0
9115,16111,Shikunga Health Centre,Health Centre,Ministry of Health,6,0,9.0,N,N,Operational,N,Y,Y,N,Y,9.9,1867579,kakamega,BUTERE,Butere
9116,16112,Shikusa Health Centre,Health Centre,Ministry of Health,5,0,9.0,Y,Y,Operational,Y,Y,Y,Y,Y,9.9,1867579,kakamega,SHINYALU,Lubao
9117,16113,Shikusi Dispensary,Dispensary,Ministry of Health,0,0,9.0,N,Y,Operational,Y,N,Y,Y,Y,9.9,1867579,kakamega,SHINYALU,Khayega
9118,11786,Shiloh Nursing Clinic,Medical Clinic,Private Enterprise (Institution),0,0,36.0,Y,Y,Operational,N,N,Y,Y,Y,19.2,1208333,mombasa,KISAUNI,V.O.K Stage
9119,11787,Shimba Hills Health Centre,Health Centre,Ministry of Health,4,0,6.0,N,N,Operational,Y,Y,Y,Y,Y,8.0,866820,kwale,MATUGA,Shimba Hills
9120,13440,Shimbir Fatuma Health Centre,Health Centre,Ministry of Health,2,0,0.0,Y,Y,Operational,N,N,Y,N,Y,5.2,867457,mandera,MANDERA CENTRAL,Elwak
9121,13443,Shimbrey Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,Y,N,Y,10.0,841353,garissa,DUJIS,Garissa
9122,11397,Shimo Borstal Dispensary (GK Prison),Dispensary,Ministry of Health,5,0,36.0,N,N,Operational,N,Y,Y,N,N,19.2,1208333,mombasa,KISAUNI,Mombasa
9123,11393,Shimo La Tewa Annex Dispensary (GK Prison),Dispensary,Ministry of Health,0,0,36.0,Y,Y,Operational,N,N,Y,Y,Y,19.2,1208333,mombasa,KISAUNI,Shanzu - Mombasa
9124,11788,Shimo La Tewa High School Dispensary,Medical Clinic,Private Enterprise (Institution),0,0,36.0,Y,Y,Operational,N,N,N,N,N,19.2,1208333,mombasa,KISAUNI,Mombasa
9125,11395,Shimo-La Tewa Health Centre (GK Prison),Health Centre,Ministry of Health,24,0,36.0,Y,Y,Operational,Y,Y,Y,Y,Y,19.2,1208333,mombasa,KISAUNI,Shanzu
9126,11789,Shimoni Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,Y,Y,Y,8.0,866820,kwale,MSAMBWENI,Msambweni
9127,16718,Shimuli Medical Clinic,Dispensary,Private Enterprise (Institution),0,0,9.0,N,N,Operational,N,N,Y,N,N,9.9,1867579,kakamega,SHINYALU,Ivihiga
9128,16719,Shinyalu Central Clinic,Dispensary,Private Enterprise (Institution),0,0,9.0,N,N,Operational,N,N,Y,N,N,9.9,1867579,kakamega,SHINYALU,Shinyalu
9129,17596,Shinyalu Health Centre,Health Centre,Ministry of Health,16,4,9.0,N,Y,Operational,N,N,N,N,N,9.9,1867579,kakamega,SHINYALU,Shinyalu
9130,19371,Shiply Medical Centre & Lab,Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,KASARANI,Hunters
9131,16116,Shiraha Health Centre,Health Centre,Ministry of Health,5,2,9.0,N,N,Operational,N,Y,Y,Y,Y,9.9,1867579,kakamega,BUTERE,Khushiasa
9132,14078,Shirikisho Dispensary,Dispensary,Other Faith Based,0,0,0.0,N,N,Operational,N,N,N,Y,N,14.2,1131950,homabay,KASIPUL/KABONDO,Oyugis Town
9134,16198,Shirikisho Methodist Dispensary,Dispensary,Other Faith Based,0,0,0.0,N,N,Operational,N,N,N,N,N,7.2,315943,tanariver,GARSEN,Garsen
9135,16117,Shiru Health Centre,Health Centre,Ministry of Health,21,0,0.0,Y,Y,Operational,N,N,Y,Y,Y,12.2,590013,vihiga,HAMISI,0
9136,16118,Shisaba Dispensary,Dispensary,Ministry of Health,0,0,9.0,N,N,Operational,N,N,Y,N,Y,9.9,1867579,kakamega,BUTERE,Lunza
9137,16119,Shiseso Health Centre,Health Centre,Ministry of Health,9,0,9.0,N,N,Operational,Y,Y,Y,Y,Y,9.9,1867579,kakamega,IKOLOMANI,Shimanyiro Mkt
9139,16121,Shitsitswi Health Centre,Health Centre,Ministry of Health,6,2,9.0,N,N,Operational,N,Y,Y,Y,Y,9.9,1867579,kakamega,BUTERE,Shitsitswi
9141,16122,Shivanga Health Centre,Health Centre,Ministry of Health,0,0,9.0,N,N,Operational,Y,N,Y,Y,Y,9.9,1867579,kakamega,MALAVA,Butali
9142,20307,Shomella Dispensary,Dispensary,Community,0,0,0.0,N,N,Operational,N,N,N,N,N,10.0,1453787,kilifi,MAGARINI,Gongoni
9143,15560,Shompole Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,Y,Y,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Magadi
9144,17389,Shree Cutchhi Leva Samaj Medical Clinic,Medical Clinic,Non-Governmental Organizations,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,LANG'ATA,Nairobi West Shopping Center
9145,11791,Shree Cuteh Sat Sanf Swaminara,Medical Clinic,Private Enterprise (Institution),0,0,36.0,N,N,Operational,N,N,N,N,N,19.2,1208333,mombasa,MVITA,Mombasa
9146,11792,Shuffa Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,N,Operational,N,Y,N,N,N,7.2,315943,tanariver,GALOLE,Laza
9147,18490,Shujaa Project Namanga,Medical Clinic,Non-Governmental Organizations,0,0,0.0,N,N,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO CENTRAL,Namanga
9148,20052,Shujaa Satellite Clinic,Medical Clinic,Non-Governmental Organizations,0,0,0.0,N,N,Operational,N,N,N,N,N,9.3,621241,westpokot,KAPENGURIA,Makutano
9149,11793,Shukrani Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,36.0,N,Y,Operational,N,N,N,N,N,19.2,1208333,mombasa,KISAUNI,Mombasa
9150,18820,Shura Dispensary (Chalbi),Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,13.5,459785,marsabit,NORTH HORR,Marsabit town
9151,11008,Shwak Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,19.0,N,Y,Operational,N,N,Y,Y,Y,22.8,2417735,kiambu,KABETE,Kiambaa
9152,14079,Siabai Makonge Dispensary,Dispensary,Ministry of Health,1,0,0.0,N,N,Operational,N,N,Y,N,Y,11.3,1116436,migori,KURIA,Ntimaru
9153,19905,Siakago Boys High School Dispensary,Dispensary,Academic (if registered),0,0,5.0,N,N,Operational,N,N,N,N,N,21.2,608599,embu,SIAKAGO,Siakago
9154,12733,Siakago Clinic,Medical Clinic,Private Enterprise (Institution),0,0,5.0,N,N,Operational,N,N,Y,N,N,21.2,608599,embu,SIAKAGO,Siakago
9155,18426,Siala Kaduol,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,13.7,993183,siaya,GEM,Akala
9156,15561,Siana Springs Dispensary,Dispensary,Non-Governmental Organizations,0,0,6.0,N,N,Operational,Y,N,N,Y,N,6.1,1157873,narok,NAROK SOUTH,Sekenani Market
9157,21021,Siaya County Referral Beyond Zero Moble Clinic Dispensary,Dispensary,Ministry of Health,1,0,0.0,N,N,Operational,N,N,N,N,N,13.7,993183,siaya,ALEGO,0
9158,14080,Siaya District Hospital,District Hospital,Ministry of Health,240,0,0.0,Y,Y,Operational,N,Y,Y,Y,Y,13.7,993183,siaya,ALEGO,Siaya
9160,18520,Sibayan Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,8.9,875689,bomet,BOMET,Kapkoros
9161,15562,Sibilo Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,10.6,666763,baringo,BARINGO NORTH,Kabartonjo
9162,16124,Siboti Health Centre,Health Centre,Ministry of Health,24,0,23.0,Y,Y,Operational,N,N,Y,N,Y,8.5,1670570,bungoma,BUMULA,Malakisi
9163,14082,Sibuoche Dispensary,Dispensary,Ministry of Health,4,0,0.0,N,N,Operational,N,N,Y,Y,Y,11.3,1116436,migori,URIRI,Sibuoche
9164,14083,Sieka Dispensary,Dispensary,Ministry of Health,0,0,13.0,N,N,Operational,N,N,N,N,Y,13.6,1266860,kisii,KITUTU CHACHE,Gesieka Mkt
9165,14084,Sifuyo Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,Y,Y,Y,Y,Y,13.7,993183,siaya,UGENYA,Sifuyo Shopping Centre
9166,15563,Sigilai (Cmc) Clinic,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,Y,N,N,6.1,1157873,narok,KILGORIS,Njipship
9167,14085,Sigomere Health Centre,Health Centre,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,13.7,993183,siaya,UGENYA,Sigomere Market
9168,15564,Sigor Sub District Hospital,Sub-District Hospital,Ministry of Health,12,2,0.0,Y,Y,Operational,N,Y,Y,Y,Y,9.3,621241,westpokot,SIGOR,Sigor
9169,15565,Sigor Sub-District Hospital,Sub-District Hospital,Ministry of Health,12,0,0.0,N,N,Operational,N,N,N,N,N,8.9,875689,bomet,CHEPALUNGU,Bomet
9170,15566,Sigoro Dispensary,Dispensary,Ministry of Health,2,0,0.0,N,N,Operational,N,N,Y,Y,Y,10.6,666763,baringo,ELDAMA RAVINE,Eldama Ravine
9172,14086,Sigoti Health Centre,Health Centre,Ministry of Health,17,2,21.0,N,N,Operational,Y,Y,Y,N,Y,22.6,1155574,kisumu,NYAKACH,Sigoti
9173,15568,Sigowet Sub-District Hospital,District Hospital,Ministry of Health,24,3,5.0,Y,Y,Operational,Y,Y,Y,Y,Y,16.2,901777,kericho,BELGUT,Sigowet
9174,14087,Sikalame Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,13.7,993183,siaya,UGENYA,Sigomere Market
9175,16485,Sikarira Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,11.9,893681,busia,BUTULA,Butula
9176,12734,Sikh Temple Hospital,Other Hospital,Other Faith Based,10,0,4.0,N,N,Operational,N,N,N,Y,N,13.2,987653,makueni,KIBWEZI,Makindu
9177,20432,sikhendu,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,7.5,990341,transnzoia,SABOTI,0
9178,20162,Sikhendu Disp,Dispensary,Ministry of Health,4,2,0.0,N,N,Operational,N,N,N,N,N,7.5,990341,transnzoia,SABOTI,Kitale
9179,15569,Sikhendu Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,N,Operational,N,N,Y,Y,Y,7.5,990341,transnzoia,SABOTI,Kitale
9181,16125,Sikulu Dispensary,Dispensary,Ministry of Health,0,0,23.0,N,N,Operational,N,N,Y,N,N,8.5,1670570,bungoma,SIRISIA,Teremi
9182,18145,Sikusi Dispensary,Dispensary,Ministry of Health,0,0,23.0,N,N,Operational,N,N,N,N,N,8.5,1670570,bungoma,SIRISIA,Chwele Market
9183,11794,Silaloni Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,N,N,Y,8.0,866820,kwale,KINANGO,Samburu
9184,13186,Silanga (MSF Belgium) Dispensary,Dispensary,Non-Governmental Organizations,0,0,258.0,N,N,Operational,N,N,Y,Y,Y,26.3,4397073,nairobi,KIBRA,Silanga village
9185,20622,Silanga Community Clinic,Dispensary,Ministry of Health,0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,KIBRA,0
9186,17860,Silibwet Dispensary,Dispensary,Community Development Fund,0,0,19.0,N,N,Operational,N,N,N,N,N,19.3,2162202,nakuru,KURESOI,Pombo Centre
9187,15570,Silibwet Dispensary (Bomet),Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,8.9,875689,bomet,BOMET,Bomet
9188,11009,Silibwet Health Centre (Nyandaruawest),Health Centre,Ministry of Health,12,1,0.0,Y,Y,Operational,Y,N,Y,Y,Y,11.6,638289,nyandarua,OL KALOU,Boiman
9189,15571,Siloam Hospital,Other Hospital,Private Enterprise (Institution),14,0,5.0,Y,Y,Operational,N,N,Y,Y,Y,16.2,901777,kericho,AINAMOI,Kericho
9190,12735,Siloam Mediacl Clinic,Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,N,Operational,N,N,N,N,N,14.9,1136187,kitui,KITUI CENTRAL,Kwa kinyai shopping centre
9191,11010,Siloam Medical Centre,Medical Clinic,Private Enterprise (Institution),3,0,19.0,Y,Y,Operational,N,N,Y,N,Y,22.8,2417735,kiambu,JUJA,Githurai 45
9192,17825,Siloam Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,4,0,9.0,N,Y,Operational,N,N,N,N,N,9.9,1867579,kakamega,LURAMBI,Kakamega
9193,19635,Siloam Medical Clinic ( Pokot Central),Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,Y,Operational,N,N,N,N,N,9.3,621241,westpokot,SIGOR,Sigor
9194,15572,Siloam Medical Clinic (Kajiado),Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,N,Operational,N,Y,Y,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Kiserian
9195,19713,Siloam Medical Clinic (Kieni East),Medical Clinic,Private Practice - General Practitioner,0,0,14.0,N,Y,Operational,N,N,N,N,N,31.0,759164,nyeri,KIENI,Toll
9196,11796,Siloam Medical Clinic (Malindi),Medical Clinic,Private Practice - Clinical Officer,0,0,0.0,N,Y,Operational,N,N,N,N,N,10.0,1453787,kilifi,MALINDI,Malindi
9197,15573,Siloam Medical clinic(Kwanza),Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,N,Operational,N,N,Y,N,Y,7.5,990341,transnzoia,KWANZA,Kitale
9198,11011,Silver Line Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,14.0,N,N,Operational,N,N,Y,N,N,31.0,759164,nyeri,KIENI,Kiamathaga
9199,20400,Silverdine Medical Centre(lancet hse),Medical Clinic,Private Practice - Medical Specialist,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,DAGORETTI NORTH,Nairobi
9200,15574,Simba Health Centre,Health Centre,Ministry of Health,12,2,0.0,Y,Y,Operational,Y,Y,Y,N,Y,24.6,1117840,kajiado,KAJIADO CENTRAL,Emali
9201,14088,Simba Opepo Dispensary,Dispensary,Local Authority,0,0,21.0,N,N,Operational,N,N,Y,Y,Y,22.6,1155574,kisumu,KISUMU TOWN EAST,Kisumu
9202,15575,Simbi Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,8.9,875689,bomet,SOTIK (PART),Sotik
9203,14089,Simbi Kogembo Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,14.2,1131950,homabay,KARACHUONYO,Oyuma Market
9204,11012,Simbi Roses Clinic,Medical Clinic,Private Enterprise (Institution),0,0,4.0,N,N,Operational,N,N,Y,N,Y,17.068633206144384,1056640,murang'a,GATANGA,0
9205,14090,Simbiri Nanbell Health Centre,Health Centre,Private Enterprise (Institution),20,0,0.0,Y,Y,Operational,N,N,Y,N,Y,14.2,1131950,homabay,KASIPUL/KABONDO,Kosele Market
9206,17988,Simboiyon Dispensary,Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,N,N,N,N,N,19.3,2162202,nakuru,SUBUKIA,Near Subukia town
9207,14091,Simenya Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,13.7,993183,siaya,UGENYA,Sega Township
9208,17970,Similani Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,0.0,N,Y,Operational,N,N,N,N,N,10.0,1453787,kilifi,MAGARINI,Marereni
9209,15576,Simotwet Dispensary,Dispensary,Company Medical Service,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,8.9,875689,bomet,KONOIN,Simotwet
9210,17151,Simotwet Dispensary ( Koibatek),Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,10.6,666763,baringo,ELDAMA RAVINE,Eldama Ravine Town
9211,15577,Simotwo Dispensary (Eldoret East),Dispensary,Ministry of Health,0,0,55.0,N,N,Operational,N,N,Y,N,Y,28.2,1163186,uasingishu,ELDORET EAST,Eldoret
9212,15578,Simotwo Dispensary (Keiyo),Dispensary,Ministry of Health,0,0,0,N,N,Operational,N,N,N,N,N,9.9,454480,elgeyomarakwet,KEIYO SOUTH,Eldoret
9215,15580,Sina Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,9.3,621241,westpokot,SIGOR,Sina
9216,20279,Sinai clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,Y,Operational,N,N,N,N,N,14.9,1136187,kitui,MWINGI SOUTH,Kaai
9217,11013,Sinai Maternity and Medical Clinic,Nursing Home,Private Practice - Nurse / Midwife,4,0,19.0,Y,Y,Operational,N,N,Y,N,Y,22.8,2417735,kiambu,JUJA,Githurai 45
9218,17123,Sinai Medical Services,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,Y,Operational,N,N,N,N,N,14.9,1136187,kitui,MWINGI SOUTH,Mwingi Town
9219,15581,Sinai Mount Hospital,Other Hospital,Private Enterprise (Institution),32,0,0.0,Y,Y,Operational,N,Y,Y,N,Y,24.6,1117840,kajiado,KAJIADO NORTH,Ongata Rongai
9220,20029,Sindo Drop In Centre,VCT Centre (Stand-Alone),Non-Governmental Organizations,2,1,0.0,N,N,Operational,N,N,N,N,N,14.2,1131950,homabay,GWASI,Sino Town
9221,17765,Singawa Medical Centre,Medical Clinic,Private Practice - Nurse / Midwife,6,0,36.0,Y,Y,Operational,N,N,N,N,N,19.2,1208333,mombasa,LIKONI,Mombasa
9222,15582,Singiraine Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,Y,Y,N,N,24.6,1117840,kajiado,KAJIADO CENTRAL,Mile 46
9223,13187,Single Mothers Association of Kenya (Smak),VCT Centre (Stand-Alone),Community,0,0,258.0,N,N,Operational,N,N,N,Y,N,26.3,4397073,nairobi,STAREHE,Nairobi
9224,15583,Singorwet Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,8.9,875689,bomet,BOMET,Silibwet Market
9225,14092,Sino Dispensary,Dispensary,Ministry of Health,2,0,0.0,N,N,Operational,N,N,Y,N,Y,14.2,1131950,homabay,KASIPUL/KABONDO,Orembe Market
9226,16126,Sinoko Dispensary (Bungoma East),Dispensary,Ministry of Health,0,0,23.0,Y,Y,Operational,N,Y,Y,Y,Y,8.5,1670570,bungoma,WEBUYE,Ndivisi Market
9227,16127,Sinoko Dispensary (Likuyani),Dispensary,Ministry of Health,0,0,9.0,N,N,Operational,N,N,Y,N,Y,9.9,1867579,kakamega,LUGARI,Moisbridge
9228,17240,Sinonin Dispensary,Dispensary,Ministry of Health,0,0,55.0,N,N,Operational,N,N,N,N,N,28.2,1163186,uasingishu,ELDORET NORTH,0
9229,20435,Sinonin Dispensary (Koibatek),Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,10.6,666763,baringo,ELDAMA RAVINE,Sinonin
9230,16128,Sio Port District Hospital,District Hospital,Ministry of Health,14,0,0.0,Y,Y,Operational,Y,Y,Y,N,Y,11.9,893681,busia,FUNYULA,Sio Port
9231,15585,Siomo Dispensary,Dispensary,Ministry of Health,3,0,0.0,N,N,Operational,N,N,Y,Y,Y,8.9,875689,bomet,KONOIN,Siomo
9232,15586,Siongi Dispensary,Dispensary,Ministry of Health,0,0,5.0,N,N,Operational,N,N,Y,N,Y,16.2,901777,kericho,BURET,Tebesonik
9233,15587,Siongiroi Health Centre,Health Centre,Ministry of Health,6,0,0.0,Y,Y,Operational,N,N,N,N,N,8.9,875689,bomet,CHEPALUNGU,Siongiroi Girls Secondary School
9234,15588,Sipili Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,2,0,0.0,N,N,Operational,N,N,N,Y,N,16.5,518580,laikipia,LAIKIPIA WEST,Sipili Town
9235,15589,Sipili Health Centre,Health Centre,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,Y,N,16.5,518580,laikipia,LAIKIPIA WEST,Sipili Town
9236,17148,Sipili Maternity and Nursing Home,Medical Clinic,Private Practice - Nurse / Midwife,16,1,0.0,Y,Y,Operational,N,N,N,N,N,16.5,518580,laikipia,LAIKIPIA WEST,Sipili
9237,17990,Sirakaru Dispensary,Dispensary,Ministry of Health,0,0,23.0,N,N,Operational,N,N,N,N,N,8.5,1670570,bungoma,KIMILILI,Naitiri
9239,15590,Sirata Oirobi Dispensary,Dispensary,Ministry of Health,0,0,0,N,N,Operational,N,N,Y,N,Y,11.3,310327,samburu,SAMBURU WEST,Sirata Oirobi.
9241,21052,Sirate Health Centre (Manga),Health Centre,Ministry of Health,2,1,0.0,N,N,Operational,N,N,N,N,N,14.1,605576,nyamira,KITUTU MASABA,Magombo Market
9242,14093,Sirembe Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,13.7,993183,siaya,GEM,Wagai(Ondisore)Shopping Centre
9243,20431,Sirende Friends Dispensary,Dispensary,Christian Health Association of Kenya,0,0,0.0,N,N,Operational,N,N,N,N,N,7.5,990341,transnzoia,SABOTI,0
9244,15591,Siret Tea Dispensary,Dispensary,Company Medical Service,0,0,0.0,Y,Y,Operational,N,Y,Y,Y,Y,8.8,885711,nandi,TINDERET,Nandi Hills
9245,14094,Siriba Dispensary,Dispensary,Ministry of Health,0,0,21.0,N,N,Operational,N,N,Y,Y,Y,22.6,1155574,kisumu,KISUMU RURAL,Maseno Town
9247,16129,Sirimba Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,0.0,N,N,Operational,N,N,N,Y,Y,11.9,893681,busia,BUDALANGI,Port Victoria
9249,16130,Sirisia Hospital,Sub-District Hospital,Ministry of Health,31,0,23.0,Y,Y,Operational,Y,Y,Y,N,Y,8.5,1670570,bungoma,SIRISIA,Sirisia
